Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),No_Of_Reviews,Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),RAM(GB),Display_Size(Inches),Laptop_Weight(Pounds),Laptop_Dimensions
Lenovo,"Lenovo ThinkPad T14 Gen 1 14"" Intel Core i5-10310U 16GB RAM, 256GB SSD, Windows 10 Pro- Refurbished",LN.T14G1.I5.10310U.16.256.W10P,Intel,Intel 10th Generation Core i5,SSD,Windows 10 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,389.0,yes,2024-11-02 21:07:27,https://www.bestbuy.com/site/lenovo-thinkpad-t14-gen-1-14-intel-core-i5-10310u-16gb-ram-256gb-ssd-windows-10-pro-refurbished-black/6598999.p?skuId=6598999,BestBuy,256,16,14.0,3.3,
Apple,"Apple MacBook Pro 16"" Certified Refurbished - Intel Core i9 - 16GB Memory - AMD Radeon Pro 5500M - 1TB SSD (2019)",MVVM2LL/A,Intel,Intel 9th Generation Core i9,SSD,Mac OS,3072 x 1920 (Retina),3.8,,(42 Reviews),959.99,yes,2024-11-02 21:07:33,https://www.bestbuy.com/site/apple-macbook-pro-16-certified-refurbished-intel-core-i9-16gb-memory-amd-radeon-pro-5500m-1tb-ssd-2019-silver/6501357.p?skuId=6501357,BestBuy,1000,16,16.0,4.2,
Lenovo,"ThinkPad X1 Yoga Gen 8 2-in-1 14"" Touch-Screen Laptop - Intel Core i5 with 16GB Memory - 256GB SSD",21HQ001NUS,Intel,Intel 13th Generation Core i5,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),5.0,13.7,(1 Review),1749.99,yes,2024-11-02 21:07:40,https://www.bestbuy.com/site/lenovo-thinkpad-x1-yoga-gen-8-2-in-1-14-touch-screen-laptop-intel-core-i5-with-16gb-memory-256gb-ssd-gray/6549725.p?skuId=6549725,BestBuy,256,16,14.0,3.04,12.38 x 0.61 x 8.75 inches
Apple,"Apple MacBook Pro 16-Inch Refurbished ""M2 Pro"" 12 CPU/19 GPU with 16GB Memory - 512GB SSD",MNWC3LL/A,Apple,Apple M2 Pro,SSD,Mac OS,3456 x 2234,4.0,,(1 Review),1799.99,yes,2024-11-02 21:07:45,https://www.bestbuy.com/site/apple-macbook-pro-16-inch-refurbished-m2-pro-12-cpu-19-gpu-with-16gb-memory-512gb-ssd-silver/6587228.p?skuId=6587228,BestBuy,512,16,16.0,4.7,
HP,"15.6"" Refurbished Laptop - Intel 7th Gen Core i5 with 16GB Memory - Intel HD Graphics 620 - 256GB SSD",850 G5,Intel,Intel 7th Generation Core i5,SSD,Windows 10 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,378.99,yes,2024-11-02 21:07:50,https://www.bestbuy.com/site/hp-15-6-refurbished-laptop-intel-7th-gen-core-i5-with-16gb-memory-intel-hd-graphics-620-256gb-ssd-silver/6545459.p?skuId=6545459,BestBuy,256,16,15.6,3.92,
HP,"ZBook Firefly 15 G7 15.6"" Refurbished Laptop - Intel 10th Gen Core i7 with 32GB Memory - Intel UHD Graphics - 1TB SSD",ZBook Firefly 15 G7,Intel,Intel 10th Generation Core i7,SSD,Windows 11 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,699.99,yes,2024-11-02 21:07:55,https://www.bestbuy.com/site/hp-zbook-firefly-15-g7-15-6-refurbished-laptop-intel-10th-gen-core-i7-with-32gb-memory-intel-uhd-graphics-1tb-ssd-gray/6599196.p?skuId=6599196,BestBuy,1000,32,15.6,3.74,
HP,"EliteBook 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 256GB SSD",840 G5,Intel,Intel 8th Generation Core i5,SSD,Windows 10 Pro,1920 x 1080 (Full HD),4.3,,(7 Reviews),413.79,yes,2024-11-02 21:08:00,https://www.bestbuy.com/site/hp-elitebook-14-refurbished-laptop-intel-core-i5-16gb-memory-256gb-ssd-silver/6490960.p?skuId=6490960,BestBuy,256,16,14.0,3.26,
Lenovo,"Lenovo ThinkPad E16 Gen 2 16"" Touch-Screen Laptop - Core Ultra 5 with 16GB Memory - 512GB SSD",21MA0004US,Intel,Intel Core Ultra 5 Series 1,SSD,Windows 11 Pro,1900 x 1200 (WUXGA),,10.0,Be the first to write a review,1019.99,yes,2024-11-02 21:08:05,https://www.bestbuy.com/site/lenovo-thinkpad-e16-gen-2-16-touch-screen-laptop-core-ultra-5-with-16gb-memory-512gb-ssd-black/6589821.p?skuId=6589821,BestBuy,512,16,16.0,3.99,0.78 x 14.02 x 9.75 inches
Lenovo,"V15 G3 IAP 15.6"" Refurbished Laptop - Intel 12th Gen Core i7 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD",V15 G3 IAP,Intel,Intel 12th Generation Core i7,SSD,Windows 11 Pro,1920 x 1080 (Full HD),5.0,,(2 Reviews),709.99,yes,2024-11-02 21:08:10,https://www.bestbuy.com/site/lenovo-v15-g3-iap-15-6-refurbished-laptop-intel-12th-gen-core-i7-with-16gb-memory-intel-iris-xe-graphics-512gb-ssd-black/6586575.p?skuId=6586575,BestBuy,512,16,15.6,3.75,0.78 x 9.29 x 14.13 inches
Dell,"Latitude 5490 14"" Refurbished Laptop - Intel 8th Gen Core i7 with 32GB Memory - Intel UHD Graphics 620 - 512GB SSD",5490,Intel,Intel 8th Generation Core i7,SSD,Windows 11 Pro,1366 x 768 (HD),,,Be the first to write a review,529.99,yes,2024-11-02 21:08:18,https://www.bestbuy.com/site/dell-latitude-5490-14-refurbished-laptop-intel-8th-gen-core-i7-with-32gb-memory-intel-uhd-graphics-620-512gb-ssd-black/6579738.p?skuId=6579738,BestBuy,512,32,14.0,3.52,
Lenovo,"ThinkPad X13 Gen 4 13.3""  Laptop- Intel i5 with 16GB Memory- 256GB SSD",21EX0003US,Intel,Intel 13th Generation Core i5,SSD,Windows 11 Pro,1900 x 1200 (WUXGA),,12.2,Be the first to write a review,1279.99,yes,2024-11-02 21:08:22,https://www.bestbuy.com/site/lenovo-thinkpad-x13-gen-4-13-3-laptop-intel-i5-with-16gb-memory-256gb-ssd-gray/6550267.p?skuId=6550267,BestBuy,256,16,13.3,2.76,11.88 x 0.63 x 8.46 inches
ASUS,ROG Flow X13 13.4” QHD Gaming Laptop - AMD Ryzen 9 7940HS with 32GB Memory - NVIDIA GeForce RTX 4070 - 1TB SSD,GV302XI-CS96,AMD,AMD Ryzen 9 7000 Series,SSD,Windows 11 Home,2560 x 1600,3.8,,(32 Reviews),2499.99,yes,2024-11-02 21:08:27,https://www.bestbuy.com/site/asus-rog-flow-x13-13-4-qhd-gaming-laptop-amd-ryzen-9-7940hs-with-32gb-memory-nvidia-geforce-rtx-4070-1tb-ssd-white/6544091.p?skuId=6544091,BestBuy,1000,32,13.4,2.87,0.66 x 11.77 x 8.35 inches
MSI,Prestige 13” OLED Laptop – Intel Evo Edition – Intel Core Ultra 7 – Intel ARC Graphics with 32GB Memory – 1TB SSD,PRE13EVO14027,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Home,2880 x 1800,4.2,,(5 Reviews),1299.0,yes,2024-11-02 21:08:32,https://www.bestbuy.com/site/msi-prestige-13-oled-laptop-intel-evo-edition-intel-core-ultra-7-intel-arc-graphics-with-32gb-memory-1tb-ssd-stellar-gray/6568904.p?skuId=6568904,BestBuy,1000,32,13.3,2.18,11.77 x 0.67 x 8.27 inches
Dell,"Refurbished Latitude 5590 15.6"" Laptop - Intel Core i5 - 16GB Memory - 512GB Solid State Drive",BB5-32732,Intel,Intel 8th Generation Core i5,SSD,Windows 10 Pro,1920 x 1080 (Full HD),4.1,,(7 Reviews),503.99,yes,2024-11-02 21:08:36,https://www.bestbuy.com/site/dell-refurbished-latitude-5590-15-6-laptop-intel-core-i5-16gb-memory-512gb-solid-state-drive-black/6445042.p?skuId=6445042,BestBuy,512,16,15.6,2.4,
ASUS,"Vivobook S Flip 16"" Touch Laptop WUXGA - AMD Ryzen 5 7530U with 8GB Memory - 512GB SSD",TN3604YA-DS51T,AMD,AMD Ryzen 5 7000 Series,SSD,Windows 11 Home,1920 x 1200 (WUXGA),4.6,,(7 Reviews on https://www.asus.com),699.99,yes,2024-11-02 21:08:45,https://www.bestbuy.com/site/asus-vivobook-s-flip-16-touch-laptop-wuxga-amd-ryzen-5-7530u-with-8gb-memory-512gb-ssd-midnight-black/6579911.p?skuId=6579911,BestBuy,512,8,16.0,4.19,0.77 x 13.98 x 9.94 inches
Lenovo,"ThinkPad E16 Gen 1 16"" Touch-Screen Laptop - Intel Core i5 with 16GB Memory - 512GB SSD",21JN0040US,Intel,Intel 13th Generation Core i5,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),4.0,7.5,(2 Reviews),889.99,yes,2024-11-02 21:08:50,https://www.bestbuy.com/site/lenovo-thinkpad-e16-gen-1-16-touch-screen-laptop-intel-core-i5-with-16gb-memory-512gb-ssd-black/6549720.p?skuId=6549720,BestBuy,512,16,16.0,3.9,14.02 x 0.78 x 9.75 inches
HP,"15-fd0000 15.6"" 1366 x 768 (HD) Laptop - Intel N-Series with 4GB Memory - 128 GB eMMC",A0MJ6UA#ABA,Intel,Intel Processor N200,eMMC,Windows 11 Home,1366 x 768 (HD),4.2,,(83 Reviews on hp.com),359.99,yes,2024-11-02 21:08:55,https://www.bestbuy.com/site/hp-15-fd0000-15-6-1366-x-768-hd-laptop-intel-n-series-with-4gb-memory-128-gb-emmc-natural-silver-silver/6600401.p?skuId=6600401,BestBuy,128,4,15.6,3.51,0.73 x 14 1/5 x 9 3/10 inches
MSI,"Prestige 14 AI Studio C1V 14"" Laptop - Intel Core Ultra 7 with 32GB Memory - 1 TB SSD",PRE14STU14029,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Pro,2880 x 1800,,,Be the first to write a review,1949.0,yes,2024-11-02 21:09:00,https://www.bestbuy.com/site/msi-prestige-14-ai-studio-c1v-14-laptop-intel-core-ultra-7-with-32gb-memory-1-tb-ssd-stellar-gray-gray/6595317.p?skuId=6595317,BestBuy,1000,32,14.0,3.75,0.75 x 12 3/10 x 9 7/10 inches
Apple,"Apple MacBook Air 13.3"" Certified Refurbished 2560x1600 - Touch ID - Intel Core i5 with 8GB Memory - 256GB SSD",MVFK2LL/A,Intel,Intel 8th Generation Core i5,SSD,Mac OS,2560 x 1600,,,Be the first to write a review,399.99,yes,2024-11-02 21:09:04,https://www.bestbuy.com/site/apple-macbook-air-13-3-certified-refurbished-2560x1600-touch-id-intel-core-i5-with-8gb-memory-256gb-ssd-silver/6573484.p?skuId=6573484,BestBuy,128,8,13.3,2.75,0.61 x 8.36 x 11.97 inches
MSI,"Summit E13 AI Evo A1M 2-in-1 13.3"" Touch Screen Laptop - Intel Core Ultra 7 with 32GB Memory - 1 TB SSD",SUME1314038,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,1649.0,yes,2024-11-02 21:09:08,https://www.bestbuy.com/site/msi-summit-e13-ai-evo-a1m-2-in-1-13-3-touch-screen-laptop-intel-core-ultra-7-with-32gb-memory-1-tb-ssd-ink-black-black/6595323.p?skuId=6595323,BestBuy,1000,32,13.3,3.06,0.64 x 11 4/5 x 8 4/5 inches
HP,"EliteBook 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 256GB Solid State Drive",840 G5,Intel,Intel 8th Generation Core i5,SSD,Windows 10 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,441.99,yes,2024-11-02 21:09:13,https://www.bestbuy.com/site/hp-elitebook-14-refurbished-laptop-intel-core-i5-16gb-memory-256gb-solid-state-drive-gray/6503871.p?skuId=6503871,BestBuy,256,16,14.0,3.27,
Lenovo,"ThinkPad E14 Gen 6 14"" Laptop - Core Ultra 7 with 16GB Memory - 512GB SSD",21M70007US,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Pro,1900 x 1200 (WUXGA),,,Be the first to write a review,1029.99,yes,2024-11-02 21:09:17,https://www.bestbuy.com/site/lenovo-thinkpad-e14-gen-6-14-laptop-core-ultra-7-with-16gb-memory-512gb-ssd-black/6589822.p?skuId=6589822,BestBuy,512,16,14.0,3.17,0.71 x 12.32 x 8.63 inches
Apple,"MacBook Air  13-inch 2015 Laptop MJVE2LL/A, 1.6GHz Core i5, 4GB RAM, 128GB SSD - Pre-Owned",A1466,Intel,Intel 5th Generation Core i5,SSD,Mac OS,1440 x 900 (WXGA+),4.1,,(35 Reviews),219.99,yes,2024-11-02 21:09:22,https://www.bestbuy.com/site/apple-macbook-air-13-inch-2015-laptop-mjve2ll-a-1-6ghz-core-i5-4gb-ram-128gb-ssd-pre-owned-silver/6489818.p?skuId=6489818,BestBuy,128,4,13.3,2.96,0.7 x 12.8 x 8.9 inches
HP,"830 G5 13.3"" Refurbished 1920x1080 FHD - Intel 8th Gen Core i5-8350U - Intel HD Graphics 620 with 16GB and 512GB - SSD",830 G5,Intel,Intel 8th Generation Core i5,SSD,Windows 11 Pro,1920 x 1080 (Full HD),4.4,,(25 Reviews),384.99,yes,2024-11-02 21:09:27,https://www.bestbuy.com/site/hp-830-g5-13-3-refurbished-1920x1080-fhd-intel-8th-gen-core-i5-8350u-intel-hd-graphics-620-with-16gb-and-512gb-ssd-silver/6531221.p?skuId=6531221,BestBuy,512,16,13.3,2.93,
HP,"Refurbished 840 G3 14"" Laptop - Intel Core i7 - 32GB Memory - 512GB Solid State Drive",840 G3,Intel,Intel 6th Generation Core i7,SSD,Windows 10 Pro,1920 x 1080 (Full HD),4.5,,(11 Reviews),481.99,yes,2024-11-02 21:09:31,https://www.bestbuy.com/site/hp-refurbished-840-g3-14-laptop-intel-core-i7-32gb-memory-512gb-solid-state-drive-silver/6490978.p?skuId=6490978,BestBuy,512,32,14.0,3.27,
Apple,"Geek Squad Certified Refurbished MacBook Pro 14"" Laptop - M2 Pro chip - 16GB Memory - 1TB SSD",GSRF MPHJ3LL/A,Apple,Apple M2 Pro,SSD,Mac OS,3024 x 1964,,,Be the first to write a review,2024.99,yes,2024-11-02 21:09:36,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-14-laptop-m2-pro-chip-16gb-memory-1tb-ssd-silver/6550219.p?skuId=6550219,BestBuy,1000,16,14.2,3.5,0.61 x 12.31 x 8.71 inches
Lenovo,"ThinkPad L13 Yoga Gen 4 13.3"" Touch-Screen Laptop - i5-1335Ul with 16GB Memory - 512GB SSD",21FJ002CUS,Intel,Intel 13th Generation Core i5,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,10.25,Be the first to write a review,1199.99,yes,2024-11-02 21:09:40,https://www.bestbuy.com/site/lenovo-thinkpad-l13-yoga-gen-4-13-3-touch-screen-laptop-i5-1335ul-with-16gb-memory-512gb-ssd-black/6561686.p?skuId=6561686,BestBuy,512,16,13.3,2.92,0.67 x 12 x 8.58 inches
Acer,"Nitro 16 - 16"" 165Hz Gaming Laptop WUXGA – AMD Ryzen 5 7640HS with 8GB Memory - GeForce RTX 4050 - 512GB PCIe Gen 4 SSD",AN16-41-R148,AMD,AMD Ryzen 5 7000 Series,SSD,Windows 11 Home,1920 x 1200 (WUXGA),3.7,,(6 Reviews),999.99,yes,2024-11-02 21:09:48,https://www.bestbuy.com/site/acer-nitro-16-16-165hz-gaming-laptop-wuxga-amd-ryzen-5-7640hs-with-8gb-memory-geforce-rtx-4050-512gb-pcie-gen-4-ssd-obsidian-black/6548524.p?skuId=6548524,BestBuy,512,8,16.0,5.95,1.02 x 14.18 x 11.02 inches
Dell,"Latitude 5401 14"" Refurbished Laptop - Intel 9th Gen Core i7 with 32GB Memory - Intel UHD Graphics 630 - 1TB SSD",5401,Intel,Intel 9th Generation Core i7,SSD,Windows 11 Pro,1920 x 1080 (Full HD),5.0,,(2 Reviews),579.99,yes,2024-11-02 21:09:53,https://www.bestbuy.com/site/dell-latitude-5401-14-refurbished-laptop-intel-9th-gen-core-i7-with-32gb-memory-intel-uhd-graphics-630-1tb-ssd-black/6579722.p?skuId=6579722,BestBuy,1000,32,14.0,3.37,
Dell,"Latitude 5000 15.6"" Laptop - Intel Core Ultra 7 with 16GB Memory - 512 GB SSD",PNPGM,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,1579.99,yes,2024-11-02 21:09:58,https://www.bestbuy.com/site/dell-latitude-5000-15-6-laptop-intel-core-ultra-7-with-16gb-memory-512-gb-ssd-gray/6600425.p?skuId=6600425,BestBuy,512,16,15.6,3.72,13 9/10 x 2 3/5 x 17 1/5 inches
Dell,"13.3"" Refurbished 1280 x 720 - Intel 8th Gen Core i5-8365U with 16GB RAM - Intel UHD Graphics 620 - 256GB SSD",5300,Intel,Intel 8th Generation Core i5,SSD,Windows 11 Pro,1280 x 720,4.7,,(24 Reviews),343.99,yes,2024-11-02 21:10:04,https://www.bestbuy.com/site/dell-13-3-refurbished-1280-x-720-intel-8th-gen-core-i5-8365u-with-16gb-ram-intel-uhd-graphics-620-256gb-ssd-black/6545495.p?skuId=6545495,BestBuy,256,16,13.3,2.73,
Lenovo,"ThinkPad X13 Yoga Gen 4 2 in 1 13.3"" Touch-screen Laptop- i5 with 16GB memory- 256GB SSD",21F2000HUS,Intel,Intel 13th Generation Core i5,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,11.2,Be the first to write a review,1509.99,yes,2024-11-02 21:10:09,https://www.bestbuy.com/site/lenovo-thinkpad-x13-yoga-gen-4-2-in-1-13-3-touch-screen-laptop-i5-with-16gb-memory-256gb-ssd-gray/6550051.p?skuId=6550051,BestBuy,256,16,13.3,2.66,11.88 x 0.65 x 8.45 inches
HP,"HP Zbook Firefly 15 G8 Laptop, Intel i7-1185G7 3.0GHZ, 16GB RAM, 256GB SSD  Windows 10 Pro-64- Refurbished",HP.FF15G8.I7.1185G7.16.256.10P,Intel,Intel 11th Generation Core i7,SSD,Windows 10 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,509.99,yes,2024-11-02 21:10:14,https://www.bestbuy.com/site/hp-zbook-firefly-15-g8-laptop-intel-i7-1185g7-3-0ghz-16gb-ram-256gb-ssd-windows-10-pro-64-refurbished-gray/6598993.p?skuId=6598993,BestBuy,256,16,15.6,3.74,
Lenovo,"Lenovo ThinkPad E16 Gen 2 16"" Laptop - Core Ultra 5 with 16GB Memory - 256GB SSD",21MA0003US,Intel,Intel Core Ultra 5 Series 1,SSD,Windows 11 Pro,1900 x 1200 (WUXGA),,10.0,Be the first to write a review,849.99,yes,2024-11-02 21:10:19,https://www.bestbuy.com/site/lenovo-thinkpad-e16-gen-2-16-laptop-core-ultra-5-with-16gb-memory-256gb-ssd-black/6586043.p?skuId=6586043,BestBuy,256,16,16.0,3.99,0.78 x 14.02 x 9.75 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro 14"" Laptop - M2 Pro chip - 16GB Memory - 1TB SSD",GSRF MPHF3LL/A,Apple,Apple M2 Pro,SSD,Mac OS,3024 x 1964,,,Be the first to write a review,2024.99,yes,2024-11-02 21:10:24,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-14-laptop-m2-pro-chip-16gb-memory-1tb-ssd-space-gray/6550215.p?skuId=6550215,BestBuy,1000,16,14.2,3.5,0.61 x 12.31 x 8.71 inches
MSI,"Creator 16 AI Studio A1V 16"" Laptop - Intel Core Ultra 9 with 64GB Memory - 2 TB SSD",C1614074,Intel,Intel Core Ultra 9 Series 1,SSD,Windows 11 Pro,3840 x 2400,,,Be the first to write a review,3999.99,No,2024-11-02 21:10:30,https://www.bestbuy.com/site/msi-creator-16-ai-studio-a1v-16-laptop-intel-core-ultra-9-with-64gb-memory-2-tb-ssd-lunar-gray-gray/6578609.p?skuId=6578609,BestBuy,2000,64,16.0,4.39,0.79 x 14 x 10 1/5 inches
HP,Elitebook X360 1040 G6 Laptop Intel i5-8365U 1.6Ghz 8GB 256GB SSD Windows 10 Pro Touchscreen - Refurbished,X360.1040.G6.Pro,Intel,Intel 8th Generation Core i5,SSD,Windows 10 Pro,1920 x 1080 (Full HD),4.3,,(3 Reviews),329.99,yes,2024-11-02 21:10:36,https://www.bestbuy.com/site/hp-elitebook-x360-1040-g6-laptop-intel-i5-8365u-1-6ghz-8gb-256gb-ssd-windows-10-pro-touchscreen-refurbished-silver/6520810.p?skuId=6520810,BestBuy,256,8,14.0,2.98,
Razer,"Blade 18 - 18"" Gaming Laptop QHD+ 300Hz Mini LED - Intel Core i9 - NVIDIA GeForce RTX 4080 - 32GB RAM - 1TB SSD",RZ09-0509TEK3-R3U1,Intel,Intel Core i9 14th Generation,SSD,Windows 11 Home,2560 x 1600,5.0,,(2 Reviews),3399.99,yes,2024-11-02 21:10:41,https://www.bestbuy.com/site/razer-blade-18-18-gaming-laptop-qhd-300hz-mini-led-intel-core-i9-nvidia-geforce-rtx-4080-32gb-ram-1tb-ssd-black/6579510.p?skuId=6579510,BestBuy,1000,32,18.0,6.75,15.71 x 10.84 x 0.87 inches
Apple,"Refurbished MacBook Pro 14"" Laptop - M3 Max chip - 36GB Memory - 30-core GPU - 1TB SSD (Latest Model)",GSRF MRX53LL/A,Apple,Apple M3 Max,SSD,macOS Sonoma 14,3024 x 1964,,18.0,Be the first to write a review,2609.99,yes,2024-11-02 21:10:46,https://www.bestbuy.com/site/apple-refurbished-macbook-pro-14-laptop-m3-max-chip-36gb-memory-30-core-gpu-1tb-ssd-latest-model-space-black/6568095.p?skuId=6568095,BestBuy,1000,36,14.0,3.6,0.61 x 12.31 x 8.71 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 512GB SSD",GSRF MXK72LL/A,Intel,Intel 8th Generation Core i5,SSD,Mac OS,2560 x 1600 (Retina),4.0,,(21 Reviews),569.99,yes,2024-11-02 21:10:51,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-with-touch-bar-intel-core-i5-8gb-memory-512gb-ssd-silver/6515458.p?skuId=6515458,BestBuy,512,8,13.3,3.1,0.61 x 12 x 8.36 inches
MSI,"CreatorPro 16 AI Studio A1V 16"" Laptop - Intel Core Ultra 9 with 64GB Memory - 2 TB SSD",CPRO1614076,Intel,Intel Core Ultra 9 Series 1,SSD,Windows 11 Pro,3840 x 2400,5.0,,(1 Review),4999.99,yes,2024-11-02 21:10:58,https://www.bestbuy.com/site/msi-creatorpro-16-ai-studio-a1v-16-laptop-intel-core-ultra-9-with-64gb-memory-2-tb-ssd-lunar-gray-gray/6578602.p?skuId=6578602,BestBuy,2000,64,16.0,4.39,0.79 x 14 x 10 1/5 inches
Acer,"Predator Triton 14"" 250Hz Gaming Laptop Mini-LED – Intel 13th Gen i7 with 16GB LPDDR5 – GeForce RTX 4070– 1TB SSD",PT14-51-7979,Intel,Intel 13th Generation Core i7,SSD,Windows 11 Home,2560 x 1600,5.0,,(3 Reviews),1999.99,yes,2024-11-02 21:11:08,https://www.bestbuy.com/site/acer-predator-triton-14-250hz-gaming-laptop-mini-led-intel-13th-gen-i7-with-16gb-lpddr5-geforce-rtx-4070-1tb-ssd-sparkly-silver/6549708.p?skuId=6549708,BestBuy,1000,16,14.0,3.75,0.74 x 12.34 x 8.94 inches
Lenovo,"ThinkPad T14 Gen 5 14"" Touch - Screen Laptop - AMD Ryzen 5 PRO with 32GB Memory - 512GB SSD",21MC000LUS,AMD,AMD Ryzen 5 8000 Series,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,1319.99,yes,2024-11-02 21:11:14,https://www.bestbuy.com/site/lenovo-thinkpad-t14-gen-5-14-touch-screen-laptop-amd-ryzen-5-pro-with-32gb-memory-512gb-ssd-gray/6594385.p?skuId=6594385,BestBuy,512,32,14.0,3.15,0.7 x 12.44 x 8.81 inches
MSI,"Prestige 14 H B12U 14"" Laptop - Intel Core i5 with 16GB Memory - 512 GB SSD",PRE14H12608,Intel,Intel 12th Generation Core i5,SSD,Windows 11 Home,1920 x 1200 (WUXGA),,,Be the first to write a review,799.0,yes,2024-11-02 21:11:20,https://www.bestbuy.com/site/msi-prestige-14-h-b12u-14-laptop-intel-core-i5-with-16gb-memory-512-gb-ssd-urban-silver-silver/6595327.p?skuId=6595327,BestBuy,512,16,14.0,3.53,0.7 x 12 2/5 x 9 inches
Lenovo,"15.6"" Refurbished 1920 x 1080 FHD - Intel 6th Gen Core i7-6600U with 16GB RAM - Intel HD Graphics 520 - 512GB SSD",P50S,Intel,Intel 6th Generation Core i7,SSD,Windows 10 Pro,1920 x 1080 (Full HD),4.8,,(4 Reviews),538.99,yes,2024-11-02 21:11:26,https://www.bestbuy.com/site/lenovo-15-6-refurbished-1920-x-1080-fhd-intel-6th-gen-core-i7-6600u-with-16gb-ram-intel-hd-graphics-520-512gb-ssd-black/6545498.p?skuId=6545498,BestBuy,512,16,15.6,4.97,0.88 x 10.17 x 14.98 inches
Apple,"Apple MacBook Pro 16"" (2021) Pre-Owned 3456x2234 - M1 Pro 10 Core CPU with 16GB Memory - 16 Core GPU - 512GB SSD",MK183LL/A,Apple,Apple M1 Pro,SSD,Mac OS,3456 x 2234,3.5,,(4 Reviews),1299.99,yes,2024-11-02 21:11:31,https://www.bestbuy.com/site/apple-macbook-pro-16-2021-pre-owned-3456x2234-m1-pro-10-core-cpu-with-16gb-memory-16-core-gpu-512gb-ssd-space-gray/6572631.p?skuId=6572631,BestBuy,512,16,16.0,4.7,
HP,"HP Zbook Firefly 14 G7 Laptop, Intel i5-10310U 1.7GHZ, 16GB RAM, 256GB SSD  Windows 10 Pro-64- Refurbished",HP.FF14G7.I5.10310U.16.256.10P,Intel,Intel 10th Generation Core i5,SSD,Windows 10 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,429.99,yes,2024-11-02 21:11:35,https://www.bestbuy.com/site/hp-zbook-firefly-14-g7-laptop-intel-i5-10310u-1-7ghz-16gb-ram-256gb-ssd-windows-10-pro-64-refurbished-silver/6598990.p?skuId=6598990,BestBuy,256,16,14.0,2.95,
Apple,"Apple MacBook Pro 13"" (2020) Refurbished 2560x1600 - Intel 8th Gen Core i5 with 8GB Ram - Intel IrisPlus 645 - 256GB SSD",MXK32LL/A,Intel,Intel 8th Generation Core i5,SSD,Mac OS,2560 x 1600,,,Be the first to write a review,529.99,No,2024-11-02 21:11:40,https://www.bestbuy.com/site/apple-macbook-pro-13-2020-refurbished-2560x1600-intel-8th-gen-core-i5-with-8gb-ram-intel-irisplus-645-256gb-ssd-space-gray/6543506.p?skuId=6543506,BestBuy,256,8,13.3,2.9,
Apple,"Geek Squad Certified Refurbished MacBook Air 13.3"" Laptop- Intel Core i5 - 16GB Memory - 512GB Solid State Drive",GSRF MVH62LL/A,Intel,Intel 8th Generation Core i5,SSD,Mac OS,2560 x 1600 (Retina),,,Be the first to write a review,1199.99,yes,2024-11-02 21:11:45,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-13-3-laptop-intel-core-i5-16gb-memory-512gb-solid-state-drive/6489627.p?skuId=6489627,BestBuy,512,16,13.3,2.75,0.61 x 12 x 8.36 inches
